관광안내소명,안내소위치명,시도명,시군구명,안내소소개,부가서비스정보,휴무일,운영시작시각(하절기),운영종료시각(하절기),운영시작시각(동절기),운영종료시각(동절기),평균근무인원수,영어안내가능여부,일본어안내가능여부,중국어안내가능여부,안내가능외국어,안내소전화번호,소재지도로명주소,소재지지번주소,운영기관명,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
장자도 관광안내소,군산시 옥도면 장자도리 12-1,전라북도,군산시,,안전용품 등,연중무휴,10:00,17:00,10:00,17:00,2,N,Y,Y,일+중,063-453-4986,전라북도 군산시 옥도면 장자도1길 70,,전라북도 군산시청,,35.81182608,126.397733,2019-03-28,6450000,전라북도
월명동 관광안내소,군산시 월명동 16-2,전라북도,군산시,,안전용품 등,연중무휴,10:00,17:00,10:00,17:00,2,N,Y,Y,일+중,063-453-4986,전라북도 군산시 구영6길 19,,전라북도 군산시청,,35.98529499,126.7081011,2019-03-28,6450000,전라북도
동국사 관광안내소,군산시 금광동 135-8,전라북도,군산시,,안전용품 등,연중무휴,10:00,17:00,10:00,17:00,2,N,Y,Y,일+중,063-453-4986,전라북도 군산시 동국사길 16,,전라북도 군산시청,,35.9824998,126.7075393,2019-03-28,6450000,전라북도
익산역 관광안내소,익산시 창인동2가 1번지,전라북도,익산시,,안전용품 등,연중무휴,9:00,18:00,9:00,17:30,2,N,Y,Y,일+중,063-859-3825,전라북도 익산시 익산대로 153,,전라북도 익산시청,,35.94186712,126.9473079,2019-03-28,6450000,전라북도
미륵사지 관광안내소,익산시 금마면 미륵사지로362,전라북도,익산시,,안전용품 등,연중무휴,9:00,18:00,9:00,17:30,2,N,Y,Y,일+중,063-859-3873,전라북도 익산시 금마면 미륵사지로362,,전라북도 익산시청,,36.01155171,127.028712,2019-03-28,6450000,전라북도
왕궁리유적(전시관 내) 안내소,익산시 궁성로 666,전라북도,익산시,,안전용품 등,연중무휴,9:00,18:00,9:00,17:30,2,N,Y,Y,일+중,063-859-4799,전라북도 익산시 왕궁면 궁성로 666,,전라북도 익산시청,,35.97119208,127.0557893,2019-03-28,6450000,전라북도
보석박물관관광안내소,익산시 왕궁면 호반로8,전라북도,익산시,,안전용품 등,연중무휴,9:00,18:00,9:00,17:30,2,N,Y,Y,일+중,063-859-4645,전라북도 익산시 왕궁면 호반로8,,전라북도 익산시청,,35.99061351,127.102548,2019-03-28,6450000,전라북도
정읍종합관광안내센터,정읍시 서부산업도로 301,전라북도,정읍시,,"안전용품,전자기기충전등",연중무휴,9:00,18:00,9:00,18:00,2,Y,Y,Y,영+일+중,063-536-6776,전라북도 정읍시 서부산업도로 301,,전라북도 정읍시청,,35.575165,126.84312,2019-03-28,6450000,전라북도
내장산 관광안내소,정읍시 내장산로 938,전라북도,정읍시,,"안전용품,전자기기충전등",연중무휴,9:00,18:00,9:00,17:30,2,Y,Y,Y,영+일+중,063-537-1330,전라북도 정읍시 내장산로 938,,전라북도 정읍시청,,35.493044,126.927949,2019-03-28,6450000,전라북도
종합관광안내소,남원시 양림길 17,전라북도,남원시,,"안전용품,전자기기충전등",연중무휴,9:00,18:00,9:00,17:30,2,N,N,N,,063-632-1330,전라북도 남원시 양림길 17,,전라북도 남원시청,,35.40288932,127.3872139,2019-03-28,6450000,전라북도
남원역 관광안내소,남원시 교룡로 71,전라북도,남원시,,"안전용품,전자기기충전등",연중무휴,9:00,18:00,9:00,17:00,2,N,N,N,,063-635-1330,전라북도 남원시 교룡로 71,,전라북도 남원시청,,35.41123261,127.36139,2019-03-28,6450000,전라북도
광한루원 관광안내소,남원시 요천로 1447,전라북도,남원시,,"안전용품,전자기기충전등",연중무휴,9:00,18:00,9:00,17:00,2,N,N,Y,증,063-632-1771,전라북도 남원시 요천로 1447,,전라북도 남원시청,,35.40412922,127.3805045,2019-03-28,6450000,전라북도
벽골제 관광안내소,김제시 벽골제로 442,전라북도,김제시,,"안전용품,전자기기충전등",연중무휴,9:00,18:00,9:00,18:00,2,Y,N,Y,영+중,063-540-4098,전라북도 김제시 부량면 벽골제로 442,,전라북도 김제시청,,35.75462684,126.853104,2019-03-28,6450000,전라북도
모악산 관광안내소,김제시 금산면 모악로 455,전라북도,김제시,,"안전용품,전자기기충전등",연중무휴,9:00,18:00,9:00,18:00,2,Y,Y,N,영+일,063-540-4094,전라북도 김제시 금산면 모악로 455,,전라북도 김제시청,,35.718817,127.0402022,2019-03-28,6450000,전라북도
송광사 관광안내소,완주군 소양면 송광수만로 255-16,전라북도,완주군,,"안전용품,전자기기충전등",연중무휴,10:00,17:00,10:00,17:00,2,N,N,N,,063-548-1330,전라북도 완주군 소양면 송광수만로 255-16,,전라북도 완주군청,,35.88576893,127.2417491,2019-03-28,6450000,전라북도
편백숲관광안내소,완주군 상관면 죽림편백길 196,전라북도,완주군,,"안전용품,전자기기충전등",연중무휴,10:00,17:00,10:00,17:00,2,N,N,N,,063-290-2612,전라북도 완주군 상관면 죽림편백길 196,,전라북도 완주군청,,35.73926223,127.2036401,2019-03-28,6450000,전라북도
완주관광안내센터,완주군 삼례읍 삼계역로 81-9,전라북도,완주군,,"안전용품,전자기기충전등",월,9:00,18:00,9:00,18:00,2,N,N,N,,063-290-3935,전라북도 완주군 삼례읍 삼례역로 81-9,,전라북도 완주군청,,35.906406,127.065562,2019-03-28,6450000,전라북도
마이산 남부 관광안내소,진안군 마령면 마이산남로 182,전라북도,진안군,,안전용품 등,연중무휴,10:00,17:00,10:00,17:00,2,Y,Y,Y,영+일+중,063-430-2651,전라북도 진안군 마령면 마이산남로 182,,전라북도 진안군청,,35.75700997,127.393819,2019-03-28,6450000,전라북도
마이산 북부 관광안내소,진안군 진안읍 마이산로 130,전라북도,진안군,,안전용품 등,연중무휴,10:00,17:00,10:00,17:00,2,Y,Y,Y,영+일+중,063-430-2652,전라북도 진안군 진안읍 마이산로 130,,전라북도 진안군청,,35.7754984,127.4178865,2019-03-28,6450000,전라북도
종합관광안내소,무주군 무주읍 주계로 65,전라북도,무주군,,"안전용품,전자기기충전등",연중무휴,9:00,17:00,9:00,17:00,2,Y,Y,Y,영+일+중,063-320-2570,전라북도 무주군 무주읍 주계로 65,,전라북도 무주군청,,36.00621094,127.65722,2019-03-28,6450000,전라북도
만남의광장 관광안내소,무주군 무주로 1739,전라북도,무주군,,"안전용품,전자기기충전등",연중무휴,9:00,17:00,9:00,17:00,2,Y,Y,Y,영+일+중,063-324-2114,전라북도 무주군 무주읍 무주로 1739,,전라북도 무주군청,,35.97443216,127.6509568,2019-03-28,6450000,전라북도
무주구천동 관광안내소,무주군 설천면 구천동 1로 166,전라북도,무주군,,"안전용품,전자기기충전등",연중무휴,9:00,17:00,9:00,17:00,2,Y,Y,Y,영+일+중,063-322-2905,전라북도 무주군 설천면 구천동1로 166,,전라북도 무주군청,,35.900784,127.776055,2019-03-28,6450000,전라북도
논개사당 관광안내소,장수군 장수읍 논개사당길 41,전라북도,장수군,,안전용품 등,연중무휴,9:00,18:00,9:00,18:00,2,Y,Y,N,영+일,063-351-4837,전라북도 장수군 장수읍 논개사당길 41,,전라북도 장수군청,,35.64378078,127.5228346,2019-03-28,6450000,전라북도
논개생가지 관광안내소,장수군 장계면 의암로 558,전라북도,장수군,,안전용품 등,연중무휴,9:00,18:00,9:00,18:00,2,Y,Y,N,영+일,063-352-2550,전라북도 장수군 장계면 의암로 558,,전라북도 장수군청,,35.67921997,127.6212311,2019-03-28,6450000,전라북도
순창군 종합관광안내소,순창군 팔덕면 강천산길 75,전라북도,순창군,,"안전용품,전자기기충전등",연중무휴,10:00,17:00,10:00,17:00,2,N,N,N,,063-650-1674,전라북도 순창군 팔덕면 강천산길 75,,전라북도 순창군청,,35.40853708,127.069962,2019-03-28,6450000,전라북도
고창읍성,고창군 고창읍 모양성로 1,전라북도,고창군,,"안전용품,전자기기충전등",연중무휴,9:00,18:00,9:00,18:00,2,Y,Y,Y,영+일+중,063-560-8055,전라북도 고창군 고창읍 모양성로 1,,전라북도 고창군청,,35.42868651,126.7052736,2019-03-28,6450000,전라북도
판소리 박물관,고창군 고창읍 동리로 100,전라북도,고창군,,"안전용품,전자기기충전등",월,9:00,18:00,9:00,18:00,2,Y,Y,Y,영+일+중,063-560-8063,전라북도 고창군 고창읍 동리로 100,,전라북도 고창군청,,35.43270718,126.70266,2019-03-28,6450000,전라북도
군립미술관,고창군 고창읍 동리로 100,전라북도,고창군,,"안전용품,전자기기충전등",연중무휴,9:00,18:00,9:00,18:00,2,Y,Y,Y,영+일+중,063-560-8057,전라북도 고창군 고창읍 동리로 100,,전라북도 고창군청,,35.43270718,126.70266,2019-03-28,6450000,전라북도
고인돌 박물관,고창군 고창읍 고인돌공원길 74,전라북도,고창군,,"안전용품,전자기기충전등",월,9:00,18:00,9:00,18:00,2,Y,Y,Y,영+일+중,063-560-8676,전라북도 고창군 고창읍 고인돌공원길 74,,전라북도 고창군청,,35.441641,126.6524966,2019-03-28,6450000,전라북도
무장읍성,고창군 무장면 무장읍성길 45,전라북도,고창군,,"안전용품,전자기기충전등",연중무휴,9:00,18:00,9:00,18:00,2,Y,Y,Y,영+일+중,063-560-8047,전라북도 고창군 무장면 무장읍성길 45,,전라북도 고창군청,,35.41841778,126.55735,2019-03-28,6450000,전라북도
선운산,고창군 아산면 선운사로 158-4,전라북도,고창군,,"안전용품,전자기기충전등",연중무휴,9:00,18:00,9:00,18:00,2,Y,Y,Y,영+일+중,063-560-8687,전라북도 고창군 아산면 선운사로 158-4,,전라북도 고창군청,,35.5024913,126.586718,2019-03-28,6450000,전라북도
미당 시문학관,고창군 부안면 질마재로 2-8,전라북도,고창군,,"안전용품,전자기기충전등",월,9:00,18:00,9:00,18:00,2,Y,Y,Y,영+일+중,063-560-8037,전라북도 고창군 부안면 질마재로 2-8,,전라북도 고창군청,,35.535586,126.609988,2019-03-28,6450000,전라북도
동학홍보관,고창군 공음면 왕제산로 502,전라북도,고창군,,"안전용품,전자기기충전등",연중무휴,10:00,17:00,10:00,17:00,2,Y,Y,Y,영+일+중,063-564-1894,전라북도 고창군 공음면 왕제산로 502,,전라북도 고창군청,,35.403832,126.5413227,2019-03-28,6450000,전라북도
새만금관광안내소,부안군 변산면 새만금로 6번지,전라북도,부안군,,"안전용품,전자기기충전등",연중무휴,9:00,17:00,9:00,17:00,2,N,N,Y,중,063-581-6292,전라북도 부안군 변산면 새만금로 6,,전라북도 부안군청,,35.69731843,126.5597038,2019-03-28,6450000,전라북도
소요산 관리지원센터,소요산 입구,경기도,동두천시,소요산 관광 안내,"휠체어 대여, 유모차 대여",연중무휴,9:00,18:00,9:00,18:00,3,N,N,N,,031-860-2065,경기도 동두천시 평화로 2910번길 145,경기도 동두천시 상봉암동 산1-1,경기도 동두천시청,http://www.ddc.go.kr/ddc/cms/contents.asp?conNum=457,37.94652177,127.069318,2019-06-27,3920000,경기도 동두천시
서천종합관광안내소,금강하굿둑 관광지 내,충청남도,서천군,"서천군 주요 관광지 및 지역축제, 행사를 안내합니다",수유실,"설, 추석 명절 연휴",9:00,18:00,9:00,18:00,1,N,N,N,,041-952-9525,충청남도 서천군 마서면 장산로855번길 2,충청남도 서천군 마서면 도삼리 71-8,충청남도 서천군청,http://www.seocheon.go.kr/tour.do,36.019254,126.7374227,2019-09-30,4580000,충청남도 서천군
시외버스터미널,시외버스터미널 건물 입구,경상북도,포항시,방문객 대상 포항관광지 해설 및 안내,구급약품 및 휴대폰충전기 비치,연중무휴,10:00,17:00,10:00,17:00,2,Y,Y,Y,,054-270-5836,경상북도 포항시 남구 중흥로 85 (상도동) 터미널 외부,경상북도 포항시 남구 상도동 579-13번지,경상북도 포항시청,http://phtour.pohang.go.kr/phtour/tour_infor/information/,36.01343347,129.3494764,2019-08-30,5020000,경상북도 포항시
포항역,포항역사 입구,경상북도,포항시,방문객 대상 포항관광지 해설 및 안내,"DID(무인검색)설치, 구급약품 및 휴대폰충전기 비치",연중무휴,10:00,17:00,10:00,17:00,2,Y,Y,Y,,054-270-5837,경상북도 포항시 북구 흥해읍 포항역로 1,경상북도 포항시 북구 흥해읍 이인리 137-1번지,경상북도 포항시청,http://phtour.pohang.go.kr/phtour/tour_infor/information/,36.07160518,129.3419282,2019-08-30,5020000,경상북도 포항시
여객선터미널,여객선터미널 입구,경상북도,포항시,방문객 대상 포항관광지 해설 및 안내,구급약품 및 휴대폰충전기 비치,입출항에 따른 탄력근무,10:00,17:00,10:00,17:00,1,Y,N,N,,054-270-5977,경상북도 포항시 북구 해안로 44 (항구동) 터미널 외부,경상북도 포항시 북구 항구동 58-54번지,경상북도 포항시청,http://phtour.pohang.go.kr/phtour/tour_infor/information/,36.05153891,129.378853,2019-08-30,5020000,경상북도 포항시
구룡포역사관,구룡포역사관 내부,경상북도,포항시,방문객 대상 포항관광지 해설 및 안내,구급약품 및 휴대폰충전기 비치,월요일,10:00,17:30,10:00,17:30,2,Y,Y,Y,,054-276-9605,경상북도 포항시 남구 구룡포읍 구룡포길 153-1,경상북도 포항시 남구 구룡포읍 구룡포리 243,경상북도 포항시청,http://phtour.pohang.go.kr/phtour/tour_infor/information/,35.99053932,129.561563,2019-08-30,5020000,경상북도 포항시
오어사,오어사 입구,경상북도,포항시,방문객 대상 포항관광지 해설 및 안내,구급약품 및 휴대폰충전기 비치,연중무휴,10:00,17:00,10:00,17:00,2,Y,Y,Y,,054-292-2374,경상북도 포항시 남구 오천읍 오어로 1,경상북도 포항시 남구 오천읍 항사리 34번지,경상북도 포항시청,http://phtour.pohang.go.kr/phtour/tour_infor/information/,35.926398,129.368808,2019-08-30,5020000,경상북도 포항시
보경사,보경사 입구,경상북도,포항시,방문객 대상 포항관광지 해설 및 안내,구급약품 및 휴대폰충전기 비치,연중무휴,10:00,17:00,10:00,17:00,2,Y,Y,Y,,054-262-2371,경상북도 포항시 북구 송라면 보경로 523,경상북도 포항시 북구 송라면 중산리 622번지,경상북도 포항시청,http://phtour.pohang.go.kr/phtour/tour_infor/information/,36.25296835,129.319202,2019-08-30,5020000,경상북도 포항시
호미곶,호미곶 광장,경상북도,포항시,방문객 대상 포항관광지 해설 및 안내,구급약품 및 휴대폰충전기 비치,연중무휴,10:00,17:00,10:00,17:00,2,Y,Y,Y,,054-282-1222,경상북도 포항시 남구 호미곶면 해맞이로 136,경상북도 포항시 남구 호미곶면 대보리 293-1번지,경상북도 포항시청,http://phtour.pohang.go.kr/phtour/tour_infor/information/,36.07675839,129.566088,2019-08-30,5020000,경상북도 포항시
포항공항,공항내,경상북도,포항시,방문객 대상 포항관광지 해설 및 안내,구급약품 및 휴대폰충전기 비치,주말 비상시근무,10:00,17:00,10:00,17:00,1,Y,Y,Y,,054-289-7298,경상북도 포항시 남구 동해면 일월로 18 포항공항,경상북도 포항시 남구 동해면 도구리 402-1,경상북도 포항시청,http://phtour.pohang.go.kr/phtour/tour_infor/information/,35.984913,129.433865,2019-08-30,5020000,경상북도 포항시
월포역,월포역 입구,경상북도,포항시,방문객 대상 포항관광지 해설 및 안내,구급약품 및 휴대폰충전기 비치,주말 비상시근무,10:00,17:00,10:00,17:00,1,Y,Y,Y,,054-270-2374,경상북도 포항시 북구 청하면 월포로 137,경상북도 포항시 북구 청하면 월포리 404-3,경상북도 포항시청,http://phtour.pohang.go.kr/phtour/tour_infor/information/,36.204271,129.366648,2019-08-30,5020000,경상북도 포항시
경기광주역 관광안내소,경기광주역 정문,경기도,광주시,"광주시의 관광지, 축제, 교통, 음식업소 등의 관광정보를 제공합니다.",,연중무휴,9:00,18:00,9:00,18:00,1,,,,,031-762-3010,경기도 광주시 광주역로 10,경기도 광주시 역동 176-13,경기도 광주시청,,37.39898307,127.2532841,2019-10-21,5540000,경기도 광주시
송도종합관광안내소,인천광역시 연수구 인천타워대로 238,인천광역시,연수구,연수구 및 송도지역 관광안내,,"추석, 신정, 구정",10:00,18:00,10:00,18:00,,Y,Y,Y,,032-777-1339,인천광역시 연수구 인천타워대로 238,인천광역시 연수구 송도동 24-7,인천광역시 관광협회,,37.3928059,126.6358902,2019-09-04,3520000,인천광역시 연수구
강서구관광안내소,가덕도 지양곡 휴게광장,부산광역시,강서구,가덕도방문객들에게 강서구의 문화관광자산 소개 매주 토일만 운영,관광안내도 배부,월에서 금,10:00,17:00,10:00,17:00,2,N,N,N,,051-972-6369,부산광역시 강서구 천성대항길,부산광역시 강서구 천성동 산6-63번지,부산강서문화원,http://www.bsgangseo.go.kr/culture/main.do,35.022459,128.822029,2019-05-02,3360000,부산광역시 강서구
강서구관광안내소,가덕도 외양포 포진지,부산광역시,강서구,가덕도방문객들에게 강서구의 문화관광자산 소개 매주 토일만 운영,관광안내도 배부,월에서 금,10:00,17:00,10:00,17:00,2,N,N,N,,051-972-6369,부산광역시 강서구 천성대항길,부산광역시 강서구 천성동 산6-63번지,부산강서문화원,http://www.bsgangseo.go.kr/culture/main.do,35.022459,128.822029,2019-05-02,3360000,부산광역시 강서구
북도면신도바다역 관광안내소,신도 매표소,인천광역시,옹진군,간이관광안내소,,비상근(문화관광해설사),9:00,18:00,9:00,18:00,1,,,,,032-899-3413,인천광역시 옹진군 북도면 신도로 5,인천광역시 옹진군 북도면 신도리 523-49,옹진군청,http://www.ongjin.go.kr/open_content/tour/,37.51449992,126.4391774,2019-06-21,3580000,인천광역시 옹진군
옹암해수욕장 관광안내소,옹암 해수욕장,인천광역시,옹진군,일반관광안내소,,비상근(문화관광해설사),9:00,18:00,0:00,0:00,1,,,,,032-899-3413,인천광역시 옹진군 북도면 장봉로 193,인천광역시 옹진군 북도면 장봉리 59-10,옹진군청,http://www.ongjin.go.kr/open_content/tour/,37.53014696,126.3722979,2019-06-21,3580000,인천광역시 옹진군
연평면관광안내소,조기역사관 인근,인천광역시,옹진군,간이관광안내소,,비상근(여름 피서철 운영),9:00,18:00,0:00,0:00,1,,,,,032-899-3452,인천광역시 옹진군 연평면 연평로682번길 62,인천광역시 옹진군 연평면 연평리 산10-115,옹진군청,http://www.ongjin.go.kr/open_content/tour/,37.65465168,125.6858593,2019-06-21,3580000,인천광역시 옹진군
사곶관광 안내소,사곶 해수욕장,인천광역시,옹진군,일반관광안내소,,비상근(여름 피서철 운영),9:00,18:00,0:00,0:00,1,,,,,032-899-3518,인천광역시 옹진군 백령면 사곶로 139,인천광역시 옹진군 백령면 진촌리 산40-41,옹진군청,http://www.ongjin.go.kr/open_content/tour/,37.95175115,124.7197742,2019-06-21,3580000,인천광역시 옹진군
서포리주민자치센터,서포리 해수욕장,인천광역시,옹진군,일반관광안내소,,비상근(여름 피서철 운영),9:00,18:00,0:00,0:00,1,,,,,032-899-3713,인천광역시 옹진군 덕적면 덕적남로587번길 11,인천광역시 옹진군 덕적면 서포리 569-19,옹진군청,http://www.ongjin.go.kr/open_content/tour/,37.22265325,126.1144218,2019-06-21,3580000,인천광역시 옹진군
진리관광안내소,진리항 매표소,인천광역시,옹진군,간이관광안내소,,비상근(여름 피서철 운영),9:00,18:00,9:00,18:00,1,,,,,032-899-3713,,인천광역시 옹진군 덕적면 진리 86,옹진군청,http://www.ongjin.go.kr/open_content/tour/,37.22727588,126.1542865,2019-06-21,3580000,인천광역시 옹진군
소야리관광안내소,소야도 선착장,인천광역시,옹진군,간이관광안내소,,비상근(여름 피서철 운영),9:00,18:00,0:00,0:00,1,,,,,032-899-3713,인천광역시 옹진군 덕적면 소야로 2,인천광역시 옹진군 덕적면 소야리 산56,옹진군청,http://www.ongjin.go.kr/open_content/tour/,37.223998,126.1605028,2019-06-21,3580000,인천광역시 옹진군
장골 해수욕장 관광안내소,장골 해수욕장 인근,인천광역시,옹진군,일반관광안내소,,비상근(여름 피서철 운영),9:00,18:00,0:00,0:00,1,,,,,032-899-3755,,인천광역시 옹진군 자월면 자월리 1089-1,옹진군청,http://www.ongjin.go.kr/open_content/tour/,37.25001863,126.3122582,2019-06-21,3580000,인천광역시 옹진군
십리포 관광안내소,십리포 해수욕장,인천광역시,옹진군,일반관광안내소,,비상근(여름 피서철 운영),9:00,18:00,0:00,0:00,1,,,,,032-899-3815,인천광역시 옹진군 영흥면 영흥북로 420-26,인천광역시 옹진군 영흥면 내리 산91,옹진군청,http://www.ongjin.go.kr/open_content/tour/,37.28091183,126.4828529,2019-06-21,3580000,인천광역시 옹진군
장경리 관광안내소,장경리 해수욕장,인천광역시,옹진군,간이관광안내소(조립식),,비상근(여름 피서철 운영),9:00,18:00,0:00,0:00,1,,,,,032-899-3815,인천광역시 옹진군 영흥면 영흥로757번길 6,인천광역시 옹진군 영흥면 내리 1626-48,옹진군청,http://www.ongjin.go.kr/open_content/tour/,37.27267227,126.449951,2019-06-21,3580000,인천광역시 옹진군
천사대교 관광안내소,압해읍 송공항 매표소,전라남도,신안군,"신안관광,교통,숙박,맛집 등을 안내",홍보책자 발송,연중무휴,9:00,16:00,9:00,16:00,2,N,N,N,없음,061-240-8975,전라남도 신안군 압해읍 압해로 1852-14,전라남도 신안군 압해읍 송공리 718-40,전라남도 신안군청,없음,34.84814526,126.2269325,2019-09-10,5010000,전라남도 신안군
증도 관광안내소,증도면 증도대교 종점,전라남도,신안군,"신안관광,교통,숙박,맛집 등을 안내",홍보책자 발송,연중무휴,9:00,16:00,9:00,16:00,1,N,N,N,없음,061-240-8976,전라남도 신안군 증도면 지도증도로 724,전라남도 신안군 증도면 증동리 19-1,전라남도 신안군청,없음,35.01555943,126.160463,2019-09-10,5010000,전라남도 신안군
흑산 예리항 관광안내소,흑산도 여객선터미널,전라남도,신안군,"신안관광,교통,숙박,맛집 등을 안내",홍보책자 발송,연중무휴,9:00,16:00,9:00,16:00,1,N,N,N,없음,061-240-8520,전라남도 신안군 흑산면 흑산일주로 5,전라남도 신안군 흑산면 예리 176-99,전라남도 신안군청,없음,34.684129,125.4426644,2019-09-10,5010000,전라남도 신안군
자은 관광안내소,자은면 유각리 산239번지,전라남도,신안군,"신안관광,교통,숙박,맛집 등을 안내",홍보책자 발송,연중무휴,9:00,16:00,9:00,16:00,1,N,N,N,없음,061-240-3584,전라남도 신안군 자은면 자은서부1길 163-119,전라남도 신안군 자은면 유각리 산239,전라남도 신안군청,없음,34.8497303,126.0401208,2019-09-10,5010000,전라남도 신안군
나주읍성권 관광안내소,나주읍성권 관광안내소,전라남도,나주시,천년 나주목사고을 읍성권 관광안내,,연중무휴,9:00,18:00,9:00,18:00,2,N,N,N,,061-331-6941,전라남도 나주시 금성관길 13-8,전라남도 나주시 금계동 33-31,전라남도 나주시청,http://tour.naju.go.kr,35.03198,126.7151647,2019-07-01,4830000,전라남도 나주시
다도도래마을 관광안내소,다도도래마을 관광안내소,전라남도,나주시,전통한옥마을 다도도래마을 관광안내,,월요일,10:00,17:00,10:00,17:00,1,N,N,N,,061-336-3675,전라남도 나주시 다도면 동력길 20,전라남도 나주시 다도면 풍산리 177,전라남도 나주시청,http://tour.naju.go.kr,34.998858,126.8234408,2019-07-01,4830000,전라남도 나주시
반남고분군 관광안내소,반남고분군 관광안내소,전라남도,나주시,2천년 역사가 숨쉬는 반남고분군 관광안내,,연중무휴,10:00,17:00,10:00,17:00,1,N,N,N,,061-336-1151,전라남도 나주시 반남면 고분로 756,전라남도 나주시 반남면 신촌리 249-2,전라남도 나주시청,http://tour.naju.go.kr,34.91475712,126.661389,2019-07-01,4830000,전라남도 나주시
영상테마파크 관광안내소,영상테마파크 관광안내소,전라남도,나주시,드라마 주몽 촬영지로 유명한 나주 영상테마파크 관광안내,,월요일,10:00,17:00,10:00,17:00,1,N,N,N,,061-335-7941,전라남도 나주시 공산면 덕을로 450,전라남도 나주시 공산면 신곡리 산2,전라남도 나주시청,http://tour.naju.go.kr,34.979731,126.599923,2019-07-01,4830000,전라남도 나주시
서문 관광안내소,서문 관광안내소,전라남도,나주시,나주 읍성(서성문) 관광안내,,월요일,10:00,17:00,10:00,17:00,1,N,N,N,,061-332-4417,전라남도 나주시 서성문길 30,전라남도 나주시 서내동 78,전라남도 나주시청,http://tour.naju.go.kr,35.033133,126.712927,2019-07-01,4830000,전라남도 나주시
역사갤러리 관광안내소,역사갤러리 관광안내소,전라남도,나주시,영산포 근대문화권 및 황포돛배 관광안내,,월요일,10:00,17:00,10:00,17:00,1,N,N,N,,061-331-1755,전라남도 나주시 영산3길 17,전라남도 나주시 영산동 247-2,전라남도 나주시청,http://tour.naju.go.kr,35.00072008,126.711537,2019-07-01,4830000,전라남도 나주시
천연염색박물관 관광안내소,천연염색박물관 관광안내소,전라남도,나주시,천연염색 전시관 운영 및 관광안내,,월요일,10:00,17:00,10:00,17:00,1,N,N,N,,061-331-0091,전라남도 나주시 다시면 백호로 379,전라남도 나주시 다시면 회진리 163,전라남도 나주시청,http://tour.naju.go.kr,34.99403177,126.6625269,2019-07-01,4830000,전라남도 나주시
하회마을 종합안내소,하회마을,경상북도,안동시,문화관광해설사가 상주하며 질 높은 관광안내 제공,,연중무휴,10:00,17:00,10:00,17:00,12,Y,Y,Y,,054-840-3803,경상북도 안동시 풍천면 하회종가길 2-1,경상북도 안동시 풍천면 하회리 844-3,경상북도 안동시청,tourandong.com,36.54075078,128.5227987,2019-05-07,5070000,경상북도 안동시
도산서원 종합안내소,도산서원,경상북도,안동시,문화관광해설사가 상주하며 질 높은 관광안내 제공,,연중무휴,10:00,17:00,10:00,17:00,7,Y,N,N,,054-840-6599,경상북도 안동시 도산면 도산서원길 154,경상북도 안동시 도산면 토계리 679-2,경상북도 안동시청,tourandong.com,36.72789369,128.840345,2019-05-07,5070000,경상북도 안동시
병산서원 종합안내소,병산서원,경상북도,안동시,문화관광해설사가 상주하며 질 높은 관광안내 제공,,연중무휴,10:00,17:00,10:00,17:00,4,N,Y,Y,,054-858-5929,경상북도 안동시 풍천면 병산길 386,경상북도 안동시 풍천면 병산리 31,경상북도 안동시청,tourandong.com,36.54030272,128.5527874,2019-05-07,5070000,경상북도 안동시
봉정사 종합안내소,봉정사,경상북도,안동시,문화관광해설사가 상주하며 질 높은 관광안내 제공,,연중무휴,10:00,17:00,10:00,17:00,4,Y,Y,Y,,054-857-9780,경상북도 안동시 서후면 봉정사길 222,경상북도 안동시 서후면 태장리 901,경상북도 안동시청,tourandong.com,36.65551904,128.6595785,2019-05-07,5070000,경상북도 안동시
월영교 종합안내소,월영교,경상북도,안동시,문화관광해설사가 상주하며 질 높은 관광안내 제공,,연중무휴,10:00,17:00,10:00,17:00,4,Y,Y,Y,,054-857-9783,경상북도 안동시 석주로 203,경상북도 안동시 상아동 513-1,경상북도 안동시청,tourandong.com,36.57770193,128.7581423,2019-05-07,5070000,경상북도 안동시
임청각 종합안내소,임청각,경상북도,안동시,문화관광해설사가 상주하며 질 높은 관광안내 제공,,연중무휴,10:00,17:00,10:00,17:00,4,Y,Y,Y,,054-857-9781,경상북도 안동시 임청각길 63,경상북도 안동시 법흥동 20-3,경상북도 안동시청,tourandong.com,36.56511228,128.744649,2019-05-07,5070000,경상북도 안동시
민속박물관 종합안내소,안동시립민속박물관,경상북도,안동시,문화관광해설사가 상주하며 질 높은 관광안내 제공,,연중무휴,10:00,17:00,10:00,17:00,3,Y,Y,Y,,054-840-3767,경상북도 안동시 민속촌길 13,경상북도 안동시 성곡동 784-1,경상북도 안동시청,tourandong.com,36.57715745,128.7647434,2019-05-07,5070000,경상북도 안동시
콘텐츠박물관 종합안내소,안동전통문화콘텐츠박물관,경상북도,안동시,문화관광해설사가 상주하며 질 높은 관광안내 제공,,연중무휴,10:00,17:00,10:00,17:00,3,Y,Y,Y,,054-843-7900,경상북도 안동시 서동문로 203,경상북도 안동시 동부동 477-8,경상북도 안동시청,tourandong.com,36.566259,128.7342615,2019-05-07,5070000,경상북도 안동시
