"업종명","업소명","소재지(도로명)","소재지(지번)","영업장면적","소재지전화","업태명","데이터기준일자"
"일반음식점","노형봉개족탕순대","제주특별자치도 제주시 정원로 6. 1층 (노형동)","제주특별자치도 제주시 노형동 3797번지 10호  ","62.7","064-742-2607","한식","2018-05-02"
"일반음식점","이벤트연동점","제주특별자치도 제주시 제원1길 7-1 (연동)","제주특별자치도 제주시 연동 261번지 35호  ","22.77",,"호프/통닭","2018-05-02"
"일반음식점","탐라조랑말","제주특별자치도 제주시 정든로3길 48-1 (이도이동.(정든1로11))","제주특별자치도 제주시 이도이동 418번지 2호 (정든1로11)","59.78","064-751-5554","한식","2018-05-02"
"일반음식점","술통포차","제주특별자치도 제주시 남성로 22 (용담일동)","제주특별자치도 제주시 용담일동 2818번지 8호  ","42.92","064-755-1592","한식","2018-05-02"
"일반음식점","청해원","제주특별자치도 제주시 원노형남1길 44 (노형동)","제주특별자치도 제주시 노형동 944번지 19호  ","88.14","064-744-6677","한식","2018-05-02"
"일반음식점","갯바위횟집","제주특별자치도 제주시 흥운길 99. 1~2층 (용담이동)","제주특별자치도 제주시 용담이동 452번지  ","191.08","064-712-7600","회집","2018-05-02"
"일반음식점","불로된참숯바베큐화북점","제주특별자치도 제주시 진남로6길 3 (화북일동.(환풍2로5))","제주특별자치도 제주시 화북일동 1984번지 7호 (환풍2로5)","48.77",,"통닭(치킨)","2018-05-02"
"일반음식점","남현","제주특별자치도 제주시 천수로 56 (일도이동)","제주특별자치도 제주시 일도이동 47번지  ","56.16","064-751-3374","한식","2018-05-02"
"일반음식점","자기야","제주특별자치도 제주시 동문로 101 (건입동)","제주특별자치도 제주시 건입동 1045번지 17호  ","38.54",,"호프/통닭","2018-05-02"
"일반음식점","낙지친구","제주특별자치도 제주시 연동13길 9 (연동.(은남2로13))","제주특별자치도 제주시 연동 292번지 36호 (은남2로13)","48.16","064-744-0050","한식","2018-05-02"
"일반음식점","모이세중앙점","제주특별자치도 제주시 관덕로6길 11 (삼도이동)","제주특별자치도 제주시 삼도이동 108번지 2호  ","170.37","064-758-3555","통닭(치킨)","2018-05-02"
"일반음식점","복성원","제주특별자치도 제주시 문송길 19. 1층 (연동)","제주특별자치도 제주시 연동 312번지 7호  ","102.78","064-742-4721","한식","2018-05-02"
"일반음식점","이도피자클래스","제주특별자치도 제주시 동고산로 22. 101호 (이도이동)","제주특별자치도 제주시 이도이동 1183번지 2호  ","31.25","064-726-6633","패스트푸드","2018-05-02"
"일반음식점","스페샬일도점","제주특별자치도 제주시 천수로 81 (일도이동)","제주특별자치도 제주시 일도이동 419번지 13호  ","41.08",,"호프/통닭","2018-05-02"
"일반음식점","텐","제주특별자치도 제주시 신성로13길 15. 지하1층 (이도이동)","제주특별자치도 제주시 이도이동 1768번지 29호  ","76.26","064-702-0078","호프/통닭","2018-05-02"
"일반음식점","돈모아","제주특별자치도 제주시 연동11길 30 (연동.외1필지(은남3로40))","제주특별자치도 제주시 연동 283번지 33호 외1필지(은남3로40)","42.5","064-712-2221","한식","2018-05-02"
"일반음식점","도세기집","제주특별자치도 제주시 연신로 11. 1층 (일도이동)","제주특별자치도 제주시 일도이동 71번지 17호  ","189.8","064-702-9393","식육(숯불구이)","2018-05-02"
"일반음식점","풍월","제주특별자치도 제주시 용남1길 38. 1층 (용담일동)","제주특별자치도 제주시 용담일동 262번지 19호  ","21.78","064-725-0350","한식","2018-05-02"
"일반음식점","순옥이네명가","제주특별자치도 제주시 도공로 8. 1층 (도두일동)","제주특별자치도 제주시 도두일동 2615번지 5호  ","119.94","064-743-4813","한식","2018-05-02"
"일반음식점","꼼닭","제주특별자치도 제주시 은남길 33. 1층 (연동)","제주특별자치도 제주시 연동 303번지 40호  ","101.84",,"통닭(치킨)","2018-05-02"
"일반음식점","풍전","제주특별자치도 제주시 연동8길 30. 2층 (연동)","제주특별자치도 제주시 연동 276번지 6호  ","355.15",,"식육(숯불구이)","2018-05-02"
"일반음식점","부요","제주특별자치도 제주시 중앙로 573 (아라일동.외1필지(인다로3))","제주특별자치도 제주시 아라일동 1697번지 3호 외1필지(인다로3)","31.36","064-726-4975","한식","2018-05-02"
"일반음식점","불난닭장","제주특별자치도 제주시 용담로 94 (용담이동)","제주특별자치도 제주시 용담이동 359번지 51호  ","31.61","064-749-0121","호프/통닭","2018-05-02"
"일반음식점","경주댁소주방","제주특별자치도 제주시 진군길 56 (노형동)","제주특별자치도 제주시 노형동 763번지 7호  ","42.63","064-744-0019","호프/통닭","2018-05-02"
"일반음식점","하늘본닭","제주특별자치도 제주시 광양8길 10 (이도이동)","제주특별자치도 제주시 이도이동 1773번지 13호  ","108.3","064-759-1192","한식","2018-05-02"
"일반음식점","점보관광","제주특별자치도 제주시 서해안로 317 (도두이동.(서해안로376))","제주특별자치도 제주시 도두이동 836번지 8호 (서해안로376)","213.12","064-743-4200","한식","2018-05-02"
"일반음식점","별당","제주특별자치도 제주시 중앙로12길 8 (이도일동)","제주특별자치도 제주시 이도일동 1385번지 1호  ","53.43","064-753-8989","한식","2018-05-02"
"일반음식점","우리고향","제주특별자치도 제주시 동문로 23 (일도일동)","제주특별자치도 제주시 일도일동 1171번지 6호 외1필지","23.1",,"호프/통닭","2018-05-02"
"일반음식점","섬추포도","제주특별자치도 제주시 도남로 38 (도남동)","제주특별자치도 제주시 도남동 910번지 21호  ","46",,"호프/통닭","2018-05-02"
"일반음식점","스페샬용문점","제주특별자치도 제주시 용문로 152 (용담이동)","제주특별자치도 제주시 용담이동 2680번지 16호  ","26.23","064-712-1121","호프/통닭","2018-05-02"
"일반음식점","연동기사식당","제주특별자치도 제주시 과원로 60 (연동.(과원1로72))","제주특별자치도 제주시 연동 1395번지 1호 (과원1로72)","60.05","064-711-0339","한식","2018-05-02"
"일반음식점","빛과그림자","제주특별자치도 제주시 남녕로 36. 1층 (연동)","제주특별자치도 제주시 연동 1954번지 2호  ","72.05","064-747-1231","호프/통닭","2018-05-02"
"일반음식점","낭랑","제주특별자치도 제주시 신대로10길 29 (연동)","제주특별자치도 제주시 연동 291번지 7호  ","29.36","064-744-1388","한식","2018-05-02"
"일반음식점","조가네세코시","제주특별자치도 제주시 다랑곶4길 20. 1층 (노형동)","제주특별자치도 제주시 노형동 1276번지 7호  ","31.36","064-713-3343","한식","2018-05-02"
"일반음식점","마인","제주특별자치도 제주시 고마로 113. 2층 (일도이동)","제주특별자치도 제주시 일도이동 416번지 9호  ","70.09","064-751-4500","까페","2018-05-02"
"일반음식점","청미락횟집","제주특별자치도 제주시 서사로 111 (삼도일동)","제주특별자치도 제주시 삼도일동 537번지 5호  ","113.19","064-725-1717","회집","2018-05-02"
"일반음식점","동화수산물회센타","제주특별자치도 제주시 동화로1길 49-13 (화북일동.(동화3로15))","제주특별자치도 제주시 화북일동 16번지 7호 (동화3로15)","24.55","064-724-6378","회집","2018-05-02"
"일반음식점","연탄석쇠구이","제주특별자치도 제주시 도공로 14-2 (도두일동)","제주특별자치도 제주시 도두일동 2616번지 9호  ","126.84","064-711-3309","한식","2018-05-02"
"일반음식점","한식전문약촌식당","제주특별자치도 제주시 연삼로 776 (화북이동)","제주특별자치도 제주시 화북이동 2359번지 1호  ","85.8","064-721-7774","한식","2018-05-02"
"일반음식점","털보산해","제주특별자치도 제주시 은남4길 29 (연동.원빌라102호(연중7로47))","제주특별자치도 제주시 연동 283번지 21호 원빌라102호(연중7로47)","153.76","064-742-4441","일식","2018-05-02"
"일반음식점","정길홍어보쌈","제주특별자치도 제주시 동광로1길 21 (이도일동.(광양초등길45))","제주특별자치도 제주시 이도일동 1260번지 5호 (광양초등길45)","18.87","064-721-5750","한식","2018-05-02"
"일반음식점","훈이네고사리육개장","제주특별자치도 제주시 가령로 5-1. 1층 (이도이동)","제주특별자치도 제주시 이도이동 314번지 17호  ","148.33",,"한식","2018-05-02"
"일반음식점","바다소리","제주특별자치도 제주시 서해안로 238 (도두일동)","제주특별자치도 제주시 도두일동 1733번지 4호  ","273.92","064-742-7702","한식","2018-05-02"
"일반음식점","신토불이수산","제주특별자치도 제주시 정존5길 3 (노형동)","제주특별자치도 제주시 노형동 2520번지 17호  ","50.74","064-748-3346","회집","2018-05-02"
"일반음식점","명주","제주특별자치도 제주시 동문로14길 5 (일도이동)","제주특별자치도 제주시 일도이동 993번지 15호  ","74.71","064-721-0939","한식","2018-05-02"
"일반음식점","미라지","제주특별자치도 제주시 노연로 113 (연동.제1호(연동로54))","제주특별자치도 제주시 연동 283번지 20호 제1호(연동로54)","92.56","064-744-9144","경양식","2018-05-02"
"일반음식점","미풍해장국본점","제주특별자치도 제주시 중앙로14길 13 (삼도이동)","제주특별자치도 제주시 삼도이동 143번지 2호  ","113.34","064-758-7522","한식","2018-05-02"
"일반음식점","부가네얼큰이인제점","제주특별자치도 제주시 고마로 92 (일도이동)","제주특별자치도 제주시 일도이동 378번지 4호  ","94.43","064-758-8599","호프/통닭","2018-05-02"
"일반음식점","일동이네","제주특별자치도 제주시 우정로15길 19. 1층 (외도일동)","제주특별자치도 제주시 외도일동 559번지 3호  ","52.67","064-742-6462","호프/통닭","2018-05-02"
"일반음식점","유명한","제주특별자치도 제주시 고마로 21 (일도이동.108호)","제주특별자치도 제주시 일도이동 132번지 44호 108호","72","064-723-2442","분식","2018-05-02"
"일반음식점","비스트로토닥토닥칠성로점","제주특별자치도 제주시 칠성로길 지하 27 (일도일동)","제주특별자치도 제주시 일도일동 1301번지 6호  ","199.16","064-725-9333","한식","2018-05-02"
"일반음식점","신제주빠빠라기","제주특별자치도 제주시 신광로 45. 2층 (연동)","제주특별자치도 제주시 연동 272번지 19호  ","164.26","064-742-0055","경양식","2018-05-02"
"일반음식점","고촌구이가","제주특별자치도 제주시 서광로26길 9-1 (삼도일동)","제주특별자치도 제주시 삼도일동 584번지 15호  ","66.18","064-726-5666","한식","2018-05-02"
"일반음식점","복심이네","제주특별자치도 제주시 관덕로15길 7 (일도일동)","제주특별자치도 제주시 일도일동 1330번지 2호  ","36.81","064-755-5364","한식","2018-05-02"
"일반음식점","우리네보쌈","제주특별자치도 제주시 사장길 21 (연동)","제주특별자치도 제주시 연동 305번지  ","97.45","064-725-0081","한식","2018-05-02"
"일반음식점","스페샬구송점","제주특별자치도 제주시 신산로 20-1 (일도이동)","제주특별자치도 제주시 일도이동 1027번지 9호  ","42.36","064-753-5792","호프/통닭","2018-05-02"
"일반음식점","나나","제주특별자치도 제주시 관덕로 64-2 (이도일동.(포교로17))","제주특별자치도 제주시 이도일동 1349번지 45호 (포교로17)","27.6","064-752-5558","한식","2018-05-02"
"일반음식점","은혜성","제주특별자치도 제주시 도근내길 98. 1층 (내도동)","제주특별자치도 제주시 내도동 311번지 3호  ","104.93","064-712-3006","중국식","2018-05-02"
"일반음식점","복래순","제주특별자치도 제주시 신광로10길 3 (연동)","제주특별자치도 제주시 연동 265번지 2호  ","155.5","064-747-9800","한식","2018-05-02"
"일반음식점","또옵서","제주특별자치도 제주시 번영로 459 (봉개동.(동부관광도로423))","제주특별자치도 제주시 봉개동 2610번지 13호 (동부관광도로423)","45.2","064-723-0720","한식","2018-05-02"
"일반음식점","진경이네","제주특별자치도 제주시 신성로12길 9 (이도이동)","제주특별자치도 제주시 이도이동 1009번지 11호  ","82.32","064-757-6118","한식","2018-05-02"
"일반음식점","우랭이숯불생구이","제주특별자치도 제주시 우정로11길 6 (외도일동.(우정동5로6))","제주특별자치도 제주시 외도일동 550번지 1호 (우정동5로6)","128.46","064-712-1110","식육(숯불구이)","2018-05-02"
"일반음식점","도남운선","제주특별자치도 제주시 신성로 61 (도남동)","제주특별자치도 제주시 도남동 907번지 9호  ","55.32","064-726-2252","한식","2018-05-02"
"일반음식점","한소낭","제주특별자치도 제주시 동광로1길 28 (이도일동)","제주특별자치도 제주시 이도일동 1256번지 25호  ","42.8","064-753-4112","한식","2018-05-02"
"일반음식점","고기천하","제주특별자치도 제주시 다랑곶6길 29 (노형동)","제주특별자치도 제주시 노형동 1070번지 11호  ","28",,"한식","2018-05-02"
"일반음식점","나르샤","제주특별자치도 제주시 광양13길 8 (이도이동)","제주특별자치도 제주시 이도이동 1181번지 9호  ","43.43",,"호프/통닭","2018-05-02"
"일반음식점","나이스","제주특별자치도 제주시 임항로 287 (건입동)","제주특별자치도 제주시 건입동 674번지 32호  ","135.6","064-726-0001","까페","2018-05-02"
"일반음식점","남문숯불바베큐앤치킨본점","제주특별자치도 제주시 중앙로 118-1 (삼도이동)","제주특별자치도 제주시 삼도이동 222번지 5호 (1층)","70.95","064-753-0889","한식","2018-05-02"
"일반음식점","꾸울","제주특별자치도 제주시 서광로32길 18 (이도이동)","제주특별자치도 제주시 이도이동 1769번지 9호 (1층)","110.2","064-753-1999","한식","2018-05-02"
"일반음식점","노형막창고을","제주특별자치도 제주시 월랑로10길 36 (노형동.(월랑4로52))","제주특별자치도 제주시 노형동 1048번지 3호 (월랑4로52)","102.73","064-747-0328","식육(숯불구이)","2018-05-02"
"일반음식점","피풀앤피풀","제주특별자치도 제주시 관덕로11길 8-5 (일도일동)","제주특별자치도 제주시 일도일동 1347번지  ","88.87","064-722-0232","경양식","2018-05-02"
"일반음식점","미스등갈비제주점","제주특별자치도 제주시 수덕로 9 (노형동)","제주특별자치도 제주시 노형동 1057번지 1호  ","250.98","064-746-5363","한식","2018-05-02"
"일반음식점","담백한그집","제주특별자치도 제주시 신대로8길 5 (연동)","제주특별자치도 제주시 연동 291번지 101호  ","54.36","064-745-1565","한식","2018-05-02"
"일반음식점","갯뻘낙지","제주특별자치도 제주시 신대로5길 32 (연동)","제주특별자치도 제주시 연동 310번지 52호  ","47.43","064-746-1448","호프/통닭","2018-05-02"
"일반음식점","(주)금자탑제주퍼시픽호텔구내","제주특별자치도 제주시 서사로 20 (용담일동)","제주특별자치도 제주시 용담일동 159번지 1호  ","44.04","064-758-2500","한식","2018-05-02"
"일반음식점","쉼터칠공팔공","제주특별자치도 제주시 삼무로7길 34 (연동)","제주특별자치도 제주시 연동 281번지 17호  ","16.5","064-744-1160","한식","2018-05-02"
"일반음식점","청오돼지들의세상","제주특별자치도 제주시 다랑곶4길 34 (노형동.(다랑굿5로50))","제주특별자치도 제주시 노형동 1069번지 7호 (다랑굿5로50)","93.72","064-744-9203","식육(숯불구이)","2018-05-02"
"일반음식점","골뱅이","제주특별자치도 제주시 신성로13길 27 (이도이동)","제주특별자치도 제주시 이도이동 1185번지 6호  ","157","064-721-1288","호프/통닭","2018-05-02"
"일반음식점","봉추찜닭","제주특별자치도 제주시 신성로13길 27 (이도이동)","제주특별자치도 제주시 이도이동 1185번지 6호  ","103.61","064-724-8088","한식","2018-05-02"
"일반음식점","더호바2제주시청점","제주특별자치도 제주시 신성로13길 지하 27. 지하1층 (이도이동)","제주특별자치도 제주시 이도이동 1185번지 6호 지하1층","118.53","064-753-2845","호프/통닭","2018-05-02"
"일반음식점","해수","제주특별자치도 제주시 고마로11길 40-1 (일도이동.(인화북1로35))","제주특별자치도 제주시 일도이동 159번지 (인화북1로35)","47.62","064-723-3344","한식","2018-05-02"
"일반음식점","고을면","제주특별자치도 제주시 정든로 62-3 (이도이동.(이도공원1로6))","제주특별자치도 제주시 이도이동 426번지 6호 (이도공원1로6)","92.6","064-702-8853","한식","2018-05-02"
"일반음식점","촌가","제주특별자치도 제주시 연동1길 4 (연동.제1호(도령1로139))","제주특별자치도 제주시 연동 251번지 18호 제1호(도령1로139)","73.98","064-743-6329","한식","2018-05-02"
"일반음식점","티케이","제주특별자치도 제주시 광양10길 3. 2층 (이도이동)","제주특별자치도 제주시 이도이동 1768번지 1호  ","104.9","064-753-0522","호프/통닭","2018-05-02"
"일반음식점","모이세해장국무근성점","제주특별자치도 제주시 북성로 45 (삼도이동.(북성로57))","제주특별자치도 제주시 삼도이동 1123번지 8호 (북성로57)","19.56","064-723-8801","한식","2018-05-02"
"일반음식점","동해수산회센타","제주특별자치도 제주시 동문로4길 9. 3-1.2.3호 (일도일동. 동문공설시장)","제주특별자치도 제주시 일도일동 1103번지 동문공설시장 3-1.2.3호(1층)","68.32",,"한식","2018-05-02"
"일반음식점","서사라모이세해장국직영점","제주특별자치도 제주시 서광로5길 37. 101호 (용담일동)","제주특별자치도 제주시 용담일동 2817번지 26호  101호","104.16","064-751-5361","한식","2018-05-02"
"일반음식점","다나","제주특별자치도 제주시 남성로 106 (용담일동.(남성로93))","제주특별자치도 제주시 용담일동 236번지 12호 (남성로93)","42.42","064-756-7366","한식","2018-05-02"
"일반음식점","더샤브","제주특별자치도 제주시 전농로 113. 101호 (삼도이동)","제주특별자치도 제주시 삼도이동 303번지 1호 동양빌딩 101호","87.06","064-722-5999","한식","2018-05-02"
"일반음식점","라면국물편의점포차제주시청점","제주특별자치도 제주시 중앙로 235 (이도이동)","제주특별자치도 제주시 이도이동 1179번지 4호  ","72.6","064-722-2422","호프/통닭","2018-05-02"
"일반음식점","아이스","제주특별자치도 제주시 고마로 129 (일도이동.(고마로161))","제주특별자치도 제주시 일도이동 48번지 8호 (고마로161)","68.64","064-753-2388","호프/통닭","2018-05-02"
"일반음식점","만리성","제주특별자치도 제주시 진군길 31-12 (노형동)","제주특별자치도 제주시 노형동 739번지 2호  ","79.34","064-742-6255","중국식","2018-05-02"
"일반음식점","토방속의장독대","제주특별자치도 제주시 신대로14길 33 (연동)","제주특별자치도 제주시 연동 283번지 4호  ","51.76",,"한식","2018-05-02"
"일반음식점","진산","제주특별자치도 제주시 동문로 146 (일도이동)","제주특별자치도 제주시 일도이동 138번지 17호  ","48.95","064-753-7765","한식","2018-05-02"
"일반음식점","담비","제주특별자치도 제주시 남성로 43 (용담일동)","제주특별자치도 제주시 용담일동 189번지 3호  ","80.9","064-724-0733","까페","2018-05-02"
"일반음식점","미시궁","제주특별자치도 제주시 광양13길 6-9 (이도이동.(고산1로4))","제주특별자치도 제주시 이도이동 1181번지 20호 (고산1로4)","54.65","064-724-1661","까페","2018-05-02"
"일반음식점","서문뒷고기","제주특별자치도 제주시 중앙로14길 40-2 (삼도이동)","제주특별자치도 제주시 삼도이동 821번지 2호  ","79.45","064-757-5733","식육(숯불구이)","2018-05-02"
"일반음식점","김박사푸드","제주특별자치도 제주시 수덕11길 19. 1층 (노형동)","제주특별자치도 제주시 노형동 1059번지 4호  ","49.83","064-742-9910","통닭(치킨)","2018-05-02"
"일반음식점","국수와냉면","제주특별자치도 제주시 탑동로 31. 1층 (삼도이동)","제주특별자치도 제주시 삼도이동 1192번지 12호  ","59.52","064-757-1325","한식","2018-05-02"
"일반음식점","종로직화쭈꾸미제주점","제주특별자치도 제주시 남광북3길 7. 1층 (이도이동)","제주특별자치도 제주시 이도이동 1066번지 9호  ","208.44","064-723-5001","한식","2018-05-02"
"일반음식점","장군오리샤브샤브구이","제주특별자치도 제주시 남광북3길 16 (이도이동)","제주특별자치도 제주시 이도이동 1077번지 1호  ","150.27","064-722-5152","식육(숯불구이)","2018-05-02"
"일반음식점","시청중국관치킨호프","제주특별자치도 제주시 신성로13길 27. 3층 (이도이동)","제주특별자치도 제주시 이도이동 1185번지 6호  ","150.32","064-721-1288","호프/통닭","2018-05-02"
"일반음식점","산촌오리외도점","제주특별자치도 제주시 우정로8길 1 (외도일동)","제주특별자치도 제주시 외도일동 495번지 7호  ","111.22","064-711-0080","한식","2018-05-02"
"일반음식점","비에이치씨비어존신제주점","제주특별자치도 제주시 원노형남1길 23 (노형동)","제주특별자치도 제주시 노형동 933번지 11호  ","130.09",,"한식","2018-05-02"
"일반음식점","바다수산","제주특별자치도 제주시 동광로 135 (일도이동)","제주특별자치도 제주시 일도이동 357번지 14호  ","172.38","064-753-0236","한식","2018-05-02"
"일반음식점","빵과장미","제주특별자치도 제주시 원노형9길 20. 101호 (노형동)","제주특별자치도 제주시 노형동 916번지 2호  101호","58.96","064-713-9844","까페","2018-05-02"
"일반음식점","연미네","제주특별자치도 제주시 원노형3길 4-8 (노형동)","제주특별자치도 제주시 노형동 916번지 4호  ","48.96","064-748-2292","한식","2018-05-02"
"일반음식점","상임이네스페샬","제주특별자치도 제주시 오도1길 7. 1층 (이호이동)","제주특별자치도 제주시 이호이동 797번지 1호 (오도로15)","57","064-712-2237","호프/통닭","2018-05-02"
"일반음식점","토크쇼용두암점","제주특별자치도 제주시 용담로 90 (용담이동.(대교로45))","제주특별자치도 제주시 용담이동 359번지 58호 (대교로45)","32.45","064-742-6551","호프/통닭","2018-05-02"
"일반음식점","후","제주특별자치도 제주시 관덕로15길 15 (일도일동)","제주특별자치도 제주시 일도일동 1305번지  ","251.01","064-726-3398","경양식","2018-05-02"
"일반음식점","갯마을","제주특별자치도 제주시 연동4길 6-2 (연동)","제주특별자치도 제주시 연동 253번지 4호  ","98.82","064-745-9922","회집","2018-05-02"
"일반음식점","세평맛집","제주특별자치도 제주시 구좌읍 세평항로 1","제주특별자치도 제주시 구좌읍 평대리 148번지 1호  ","64.92","064-782-4566","한식","2018-05-02"
"일반음식점","편안한맛집","제주특별자치도 제주시 구좌읍 김녕로 106","제주특별자치도 제주시 구좌읍 김녕리 1709번지 3호  ","59.51","064-782-9933","한식","2018-05-02"
"일반음식점","오데뜨","제주특별자치도 제주시 애월읍 애원로 289","제주특별자치도 제주시 애월읍 상가리 2007번지 4호  ","42.75","064-799-4459","한식","2018-05-02"
"일반음식점","로타리식당","제주특별자치도 제주시 구좌읍 중산간동로 2266. 1층","제주특별자치도 제주시 구좌읍 송당리 1376번지 3호  ","82.39","064-784-7376","한식","2018-05-02"
"일반음식점","광영식당","제주특별자치도 제주시 애월읍 광성로 299","제주특별자치도 제주시 애월읍 광령1리 1324번지 1호  ","76.35","064-746-8877","한식","2018-05-02"
"일반음식점","육고깃집","제주특별자치도 제주시 한림읍 한림중앙로 36","제주특별자치도 제주시 한림읍 한림리 942번지 6호  ","52.17","064-796-4222","한식","2018-05-02"
"일반음식점","애월모퉁이","제주특별자치도 제주시 애월읍 애원로 5","제주특별자치도 제주시 애월읍 애월리 1625번지  ","49.29",,"경양식","2018-05-02"
"일반음식점","중독불닭","제주특별자치도 제주시 한림읍 한림로 684-1","제주특별자치도 제주시 한림읍 한림리 1305번지 7호  ","88.92","064-796-8818","한식","2018-05-02"
"일반음식점","황금밥상","제주특별자치도 제주시 한림읍 한림상로 111","제주특별자치도 제주시 한림읍 한림리 937번지 5호  ","109.2","064-796-8849","한식","2018-05-02"
"일반음식점","우리동산","제주특별자치도 제주시 한림읍 한림중앙로 5","제주특별자치도 제주시 한림읍 한림리 1084번지  ","35.52","064-796-8763","한식","2018-05-02"
"일반음식점","자유시간꼬치구이점","제주특별자치도 제주시 조천읍 신촌3길 7-2","제주특별자치도 제주시 조천읍 신촌리 2573번지  ","59.45","064-784-5792","호프/통닭","2018-05-02"
"일반음식점","왕자관","제주특별자치도 제주시 애월읍 광성로 296","제주특별자치도 제주시 애월읍 광령1리 1250번지 2호  ","38.34","064-747-2633","한식","2018-05-02"
"일반음식점","대천동방앗간","제주특별자치도 제주시 구좌읍 대천서길 11-6. 1층","제주특별자치도 제주시 구좌읍 송당리 2616번지  ","37.4","064-782-5665","한식","2018-05-02"
"일반음식점","나와바리","제주특별자치도 제주시 조천읍 신촌북2길 33","제주특별자치도 제주시 조천읍 신촌리 2077번지 1호  ","96.32","064-783-9683","한식","2018-05-02"
"일반음식점","손맛2호점","제주특별자치도 제주시 조천읍 신북로 207. 2층","제주특별자치도 제주시 조천읍 조천리 2223번지  ","157.32","064-783-9683","한식","2018-05-02"
"일반음식점","하귀포장마차","제주특별자치도 제주시 애월읍 항몽로 27","제주특별자치도 제주시 애월읍 하귀2리 1380번지 10호  ","36.04","064-743-3592","한식","2018-05-02"
"일반음식점","밀양추어탕","제주특별자치도 제주시 한림읍 한림북동길 7. 122호","제주특별자치도 제주시 한림읍 한림리 1315번지 5호 지선외1필지","41.36","064-796-1837","한식","2018-05-02"
"일반음식점","문어아저씨","제주특별자치도 제주시 조천읍 조함해안로 480","제주특별자치도 제주시 조천읍 함덕리 1252번지 42호  ","193.52","064-784-9494","일식","2018-05-02"
"일반음식점","그린장례식장","제주특별자치도 제주시 조천읍 함덕남2길 19-10","제주특별자치도 제주시 조천읍 함덕리 1544번지 1호  ","247.22","064-784-4413","한식","2018-05-02"
"일반음식점","초롱이네분식","제주특별자치도 제주시 애월읍 곽지1길 3-2. 1층","제주특별자치도 제주시 애월읍 곽지리 2060번지 21호  ","51.45","064-799-5599","한식","2018-05-02"
"일반음식점","인","제주특별자치도 제주시 구좌읍 해맞이해안로 943","제주특별자치도 제주시 구좌읍 한동리 1638번지 (1층)","95.58","064-784-8877","한식","2018-05-02"
"일반음식점","섬오름","제주특별자치도 제주시 조천읍 조함해안로 355-7","제주특별자치도 제주시 조천읍 신흥리 14번지 1호  ","79.85","064-782-1679","한식","2018-05-02"
"일반음식점","함덕피자클래스","제주특별자치도 제주시 조천읍 함덕16길 14","제주특별자치도 제주시 조천읍 함덕리 997번지 2호  ","27.72","064-782-9494","한식","2018-05-02"
"일반음식점","모산봉","제주특별자치도 제주시 구좌읍 김녕로 132","제주특별자치도 제주시 구좌읍 김녕리 1672번지  ","126.63","064-783-5118","중국식","2018-05-02"
"일반음식점","현주한우소머리해장국","제주특별자치도 제주시 조천읍 남조로 3127","제주특별자치도 제주시 조천읍 조천리 2345번지 5호  ","82.5","064-783-8586","중국식","2018-05-02"
"일반음식점","왕서방","제주특별자치도 제주시 애월읍 중엄3길 2-1","제주특별자치도 제주시 애월읍 중엄리 757번지 2호  ","79.2","064-713-0090","중국식","2018-05-02"
"일반음식점","한림웅담","제주특별자치도 제주시 한림읍 한림로5길 23","제주특별자치도 제주시 한림읍 한림리 1587번지 2호  ","106.59","064-796-0692","식육(숯불구이)","2018-05-02"
"일반음식점","방목흑돼지","제주특별자치도 제주시 조천읍 비자림로 649","제주특별자치도 제주시 조천읍 교래리 481번지 5호  ","89.2",,"식육(숯불구이)","2018-05-02"
"일반음식점","심플식당","제주특별자치도 제주시 추자면 추자로 56","제주특별자치도 제주시 추자면 대서리 159번지 1호  ","38","064-742-0126","한식","2018-05-02"
"일반음식점","은성식당","제주특별자치도 제주시 구좌읍 해맞이해안로 1422-5","제주특별자치도 제주시 구좌읍 세화리 1500번지 46호  ","70.72","064-784-5885","한식","2018-05-02"
"일반음식점","대야성","제주특별자치도 제주시 서사로18길 21 (삼도일동)","제주특별자치도 제주시 삼도일동 514번지 15호  ","23.12","064-756-4001","중국식","2018-05-02"
"일반음식점","개미","제주특별자치도 제주시 중앙로 183 (이도일동)","제주특별자치도 제주시 이도일동 1260번지 2호  ","29.93","064-753-2842","한식","2018-05-02"
"일반음식점","산타루치아","제주특별자치도 제주시 서해안로 270 (도두이동)","제주특별자치도 제주시 도두이동 1651번지 13호  ","264.12","064-713-8080","경양식","2018-05-02"
"일반음식점","광령","제주특별자치도 제주시 용화로 60-1 (용담이동. 외 2필지)","제주특별자치도 제주시 용담이동 625번지 4호 외 2필지","164.07","064-711-2280","식육(숯불구이)","2018-05-02"
"일반음식점","쨍하고회뜰날","제주특별자치도 제주시 신광로10길 18 (연동)","제주특별자치도 제주시 연동 255번지 5호  ","94.29","064-712-2365","회집","2018-05-02"
"일반음식점","신사사일","제주특별자치도 제주시 신성로13길 2 (이도이동)","제주특별자치도 제주시 이도이동 1771번지 20호  ","92.69","064-723-7441","한식","2018-05-02"
"일반음식점","먹자","제주특별자치도 제주시 남녕로8길 3-2 (연동)","제주특별자치도 제주시 연동 1951번지 3호  ","58.96","064-743-6340","한식","2018-05-02"
"일반음식점","어림향","제주특별자치도 제주시 서사로24길 22. 1층 (삼도일동)","제주특별자치도 제주시 삼도일동 567번지 8호  ","91.33","064-727-7999","회집","2018-05-02"
